date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:31:53	23024/23024	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f5-59f0%22	https://elanta.app/nazar/arter-demo/contact.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/contact.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:31:54	106057/106057	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa06-19e49%22	https://elanta.app/nazar/arter-demo/img/testimonials/face-1.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/testimonials/face-1.jpg	(from https://elanta.app/nazar/arter-demo/home.html)
12:31:55	274995/274995	---M--	200	added ('OK')	image/jpeg	etag:%225ed4f9fd-43233%22	https://elanta.app/nazar/arter-demo/img/face-1.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/face-1.jpg	(from https://elanta.app/nazar/arter-demo/home.html)
12:31:55	421232/421232	---M--	200	added ('OK')	image/jpeg	etag:%225ed4f9fd-66d70%22	https://elanta.app/nazar/arter-demo/img/bg.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/bg.jpg	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:14	603732/603732	---M--	200	added ('OK')	image/png	etag:%225ed4f9fc-93654%22	https://elanta.app/nazar/arter-demo/img/face-2.png	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/face-2.png	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:18	39938/39938	---M--	200	added ('OK')	image/png	etag:%225ed4fa07-9c02%22	https://elanta.app/nazar/arter-demo/img/brands/1.png	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/brands/1.png	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:21	37041/37041	---M--	200	added ('OK')	image/png	etag:%225ed4fa07-90b1%22	https://elanta.app/nazar/arter-demo/img/brands/2.png	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/brands/2.png	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:24	31440/31440	---M--	200	added ('OK')	image/png	etag:%225ed4fa07-7ad0%22	https://elanta.app/nazar/arter-demo/img/brands/3.png	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/brands/3.png	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:24	961792/961792	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa06-ead00%22	https://elanta.app/nazar/arter-demo/img/testimonials/face-3.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/testimonials/face-3.jpg	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:24	28292/28292	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f7-6e84%22	https://elanta.app/nazar/arter-demo/portfolio-2-col.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/portfolio-2-col.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:24	1282429/1282429	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa06-13917d%22	https://elanta.app/nazar/arter-demo/img/testimonials/face-2.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/testimonials/face-2.jpg	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:25	33180/33180	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f7-819c%22	https://elanta.app/nazar/arter-demo/portfolio-3-col.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/portfolio-3-col.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:25	1025915/1025915	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa05-fa77b%22	https://elanta.app/nazar/arter-demo/img/testimonials/face-4.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/testimonials/face-4.jpg	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:25	28281/28281	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f4-6e79%22	https://elanta.app/nazar/arter-demo/portfolio-2-col-masonry.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/portfolio-2-col-masonry.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:25	43073/43073	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f5-a841%22	https://elanta.app/nazar/arter-demo/portfolio-single.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/portfolio-single.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:25	41291/41291	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f7-a14b%22	https://elanta.app/nazar/arter-demo/portfolio-single-2.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/portfolio-single-2.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:25	34715/34715	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f6-879b%22	https://elanta.app/nazar/arter-demo/history.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/history.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:26	29905/29905	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f6-74d1%22	https://elanta.app/nazar/arter-demo/blog-2-col.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/blog-2-col.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:26	31239/31239	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f6-7a07%22	https://elanta.app/nazar/arter-demo/blog-3-col.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/blog-3-col.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:26	33999/33999	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f6-84cf%22	https://elanta.app/nazar/arter-demo/blog-post.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/blog-post.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:26	85966/85966	---MCZ	200	added ('OK')	text/html	etag:W/%225ed4f9f6-14fce%22	https://elanta.app/nazar/arter-demo/onepage.html	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/onepage.html	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:27	17023/17023	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa03-427f%22	https://elanta.app/nazar/arter-demo/js/plugins/anime.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/anime.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:27	84356/84356	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa04-14984%22	https://elanta.app/nazar/arter-demo/js/plugins/jquery.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/jquery.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:28	29461/29461	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa04-7315%22	https://elanta.app/nazar/arter-demo/js/plugins/progressbar.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/progressbar.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:28	48448/48448	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa03-bd40%22	https://elanta.app/nazar/arter-demo/js/plugins/smooth-scrollbar.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/smooth-scrollbar.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:28	124740/124740	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa03-1e744%22	https://elanta.app/nazar/arter-demo/js/plugins/swiper.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/swiper.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:28	11920/11920	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa04-2e90%22	https://elanta.app/nazar/arter-demo/js/plugins/overscroll.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/overscroll.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:29	1480/1480	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa04-5c8%22	https://elanta.app/nazar/arter-demo/js/plugins/typing.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/typing.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:29	35446/35446	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa05-8a76%22	https://elanta.app/nazar/arter-demo/js/plugins/isotope.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/isotope.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:29	68254/68254	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa04-10a9e%22	https://elanta.app/nazar/arter-demo/js/plugins/fancybox.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/fancybox.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:29	19279/19279	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4fa04-4b4f%22	https://elanta.app/nazar/arter-demo/js/plugins/swup.min.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/plugins/swup.min.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:30	17690/17690	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed4f9f9-451a%22	https://elanta.app/nazar/arter-demo/js/main.js	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/js/main.js	(from https://elanta.app/nazar/arter-demo/home.html)
12:32:34	72112/72112	---M--	200	added ('OK')	font/woff2	etag:%225ed4fa02-119b0%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.woff2	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.woff2	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:34	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ed4fa01-1e988%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.eot?	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400d41d.eot	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:34	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ed4fa01-1e988%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.eot	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.eot	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:34	84564/84564	---M--	200	added ('OK')	font/woff	etag:%225ed4fa02-14a54%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.woff	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.woff	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:35	125016/125016	---M--	200	added ('OK')	application/octet-stream	etag:%225ed4fa02-1e858%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.ttf	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.ttf	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:35	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ed4fa02-8654%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.eot	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.eot	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:35	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ed4fa02-8654%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.eot?	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400d41d.eot	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:35	13592/13592	---M--	200	added ('OK')	font/woff2	etag:%225ed4fa00-3518%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.woff2	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.woff2	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:36	16812/16812	---M--	200	added ('OK')	font/woff	etag:%225ed4fa00-41ac%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.woff	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.woff	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:36	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225ed4fa01-852c%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.ttf	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.ttf	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:36	144343/144343	---M--	200	added ('OK')	image/svg+xml	etag:%225ed4f9ff-233d7%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.svg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-regular-400.svg	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:42	74348/74348	---M--	200	added ('OK')	font/woff2	etag:%225ed4fa01-1226c%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.woff2	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.woff2	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:42	186512/186512	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ed4fa00-2d890%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.eot	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.eot	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:42	186512/186512	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ed4fa00-2d890%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.eot?	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900d41d.eot	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:42	659876/659876	---M--	200	added ('OK')	image/svg+xml	etag:%225ed4fa00-a11a4%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.svg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-brands-400.svg	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:43	96244/96244	---M--	200	added ('OK')	font/woff	etag:%225ed4fa01-177f4%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.woff	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.woff	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:43	186228/186228	---M--	200	added ('OK')	application/octet-stream	etag:%225ed4f9ff-2d774%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.ttf	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.ttf	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:44	43870/43870	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0f-ab5e%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/1.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/1.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:44	84367/84367	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0e-1498f%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/2.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/2.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:45	529423/529423	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa13-8140f%22	https://elanta.app/nazar/arter-demo/img/works/original-size/1.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/1.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:45	386508/386508	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa12-5e5cc%22	https://elanta.app/nazar/arter-demo/img/works/original-size/2.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/2.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:46	82370/82370	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0e-141c2%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/3.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/3.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:47	407723/407723	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa12-638ab%22	https://elanta.app/nazar/arter-demo/img/works/original-size/3.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/3.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:47	816038/816038	---M--	200	added ('OK')	image/svg+xml	etag:%225ed4fa01-c73a6%22	https://elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.svg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/css/webfonts/fa-solid-900.svg	(from https://elanta.app/nazar/arter-demo/css/plugins/font-awesome.min.css)
12:32:47	29752/29752	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0d-7438%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/4.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/4.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:48	444403/444403	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa11-6c7f3%22	https://elanta.app/nazar/arter-demo/img/works/original-size/4.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/4.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:48	172425/172425	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0e-2a189%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/5.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/5.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:48	35924/35924	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0e-8c54%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/6.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/6.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:52	40076/40076	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0e-9c8c%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/7.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/7.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:52	359932/359932	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa12-57dfc%22	https://elanta.app/nazar/arter-demo/img/works/original-size/6.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/6.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:52	38655/38655	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0c-96ff%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/8.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/8.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:53	536710/536710	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa11-83086%22	https://elanta.app/nazar/arter-demo/img/works/original-size/7.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/7.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:53	211571/211571	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0f-33a73%22	https://elanta.app/nazar/arter-demo/img/works/original-size/8.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/8.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:53	36587/36587	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0c-8eeb%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/9.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/9.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:53	168860/168860	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa10-2939c%22	https://elanta.app/nazar/arter-demo/img/works/original-size/9.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/9.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:53	38243/38243	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa0d-9563%22	https://elanta.app/nazar/arter-demo/img/works/thumbnail/10.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/thumbnail/10.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
12:32:53	1059993/1059993	---M--	200	added ('OK')	image/jpeg	etag:%225ed4fa11-102c99%22	https://elanta.app/nazar/arter-demo/img/works/original-size/5.jpg	C:/Users/Ahmed%20Ashraf/Desktop/Projects/portifolio/elanta.app/nazar/arter-demo/img/works/original-size/5.jpg	(from https://elanta.app/nazar/arter-demo/portfolio-3-col-masonry.html)
